ra,dec,Vhel,Vhel_error,mem
15.10091667,-33.85133333,101.4,0.9,1
15.12220833,-33.83716667,110.7,0.8,1
15.07316667,-33.92038889,106.9,1.3,1
15.07454167,-33.91127778,118.1,3,1
15.07720833,-33.88491667,117.6,1.1,1
15.09641667,-33.86761111,105,0.9,1
15.091125,-33.864,124.1,0.8,1
15.07229167,-33.84802778,112.5,2.2,1
15.07745833,-33.83969444,108.6,0.8,1
15.09833333,-33.82775,121.2,1.8,1
15.18091667,-33.75913889,108.4,2.6,1
15.16833333,-33.76466667,110.9,0.6,1
15.177875,-33.78452778,110.2,1.4,1
15.16216667,-33.79722222,123.5,0.6,1
15.15054167,-33.79977778,112.5,0.9,1
15.16645833,-33.80647222,120,0.7,1
15.16016667,-33.82513889,118,0.6,1
15.20591667,-33.765,109.3,1.7,1
15.18879167,-33.79555556,121.2,1.6,1
15.2135,-33.80847222,106.6,1,1
15.197875,-33.87877778,123.7,1.4,1
15.20979167,-33.87102778,105.7,3.2,1
15.22383333,-33.86597222,88.8,0.9,0.994
15.20604167,-33.82344444,97.3,1.7,1
15.20079167,-33.81430556,104.4,1.3,0.983
15.16579167,-33.8995,100.5,0.5,0.996
15.15183333,-33.89122222,108.9,0.8,1
15.15191667,-33.84075,109.6,1.6,0.997
15.17108333,-33.81152778,123,0.9,0.999
14.98208333,-33.80025,119.6,1.1,1
15.02470833,-33.76566667,103.9,0.6,1
15.00120833,-33.85833333,93.2,1.4,0.999
15.109875,-33.75680556,101.2,0.8,1
15.093,-33.83997222,112.5,0.4,0.995
15.037625,-33.91627778,125.4,1.5,1
15.09625,-33.80266667,117.7,0.4,0.999
15.14766667,-33.78305556,107.4,0.4,1
15.17295833,-33.92508333,114.9,0.7,1
15.16433333,-33.91363889,114.7,0.5,1
15.16608333,-33.83894444,116.3,0.5,1
15.13683333,-33.92158333,105.6,1,1
15.14529167,-33.88288889,103.7,0.7,1
15.18291667,-33.76419444,125.1,0.5,1
15.22366667,-33.87427778,112.7,0.4,1
15.23216667,-33.83647222,101.7,0.7,0.999
15.00016667,-33.758,108.1,7.2,1
14.99266667,-33.76405556,102.8,1.1,0.999
14.98625,-33.77875,113.2,0.9,1
15.0325,-33.72925,94.1,7.7,0.999
15.03083333,-33.76594444,100.7,1.3,1
15.01420833,-33.77916667,103.1,10.2,1
15.03166667,-33.78327778,122.1,9.2,1
15.00795833,-33.78669444,113,2.3,0.999
